file_id,transcription,duration
167-68704-0009,BELIEVES IN THE ENFORCEMENT OF ALL LAWS OR THE DUTY TO OBEY ALL LAWS AND NO ONE IN FACT DOES OBEY THEM ALL THOSE WHO PROCLAIM THE LOUDEST THE DUTY OF OBEDIENCE TO ALL LAWS NEVER OBEY,15.915
167-68704-0010,FOR EXAMPLE THE REVENUE LAWS THESE ARE CLEAR AND EXPLICIT AND YET MEN TAKE EVERY MEANS POSSIBLE TO HAVE THEIR PROPERTY EXEMPTED FROM TAXATION IN OTHER WORDS TO DEFRAUD THE STATE,14.355
167-68704-0011,THIS IS DONE ON THE EXCUSE THAT EVERYONE ELSE DOES IT AND THE MAN WHO MAKES A STRICT RETURN ACCORDING TO LAW WOULD PAY THE TAXES OF THE SHIRKERS WHILE THIS IS TRUE IT SIMPLY SHOWS THAT ALL MEN VIOLATE THE LAW,13.725
167-68704-0012,WHEN THE JUSTIFICATION SEEMS SUFFICIENT TO THEM THE LAWS AGAINST BLASPHEMY AGAINST SUNDAY WORK AND SUNDAY PLAY AGAINST BUYING AND TRANSPORTING INTOXICATING LIQUORS AND SMUGGLING GOODS,14.58
167-68704-0013,ARE FREELY VIOLATED MANY LAWS ARE SO RECENT THAT THEY HAVE NOT GROWN TO BE FOLK WAYS OR FIXED NEW HABITS AND THEIR VIOLATION BRINGS NO MORAL SHOCK IN SPITE OF THE PROFESSIONS OFTEN MADE,14.405
167-68704-0014,MOST MEN HAVE A POOR OPINION OF CONGRESSMEN AND LEGISLATORS AND FEEL THAT THEIR OWN CONSCIENCE IS A MUCH HIGHER GUIDE FOR THEM THAN THE LAW RELIGIONS HAVE ALWAYS TAUGHT OBEDIENCE TO GOD OR TO WHAT TAKES HIS PLACE,15.72
167-68704-0015,RELIGIOUS COMMANDS AND FEELINGS ARE HIGHER AND MORE BINDING ON MAN THAN HUMAN LAW THE CAPTAINS OF INDUSTRY ARE FOREVER BELITTLING AND CRITICISING ALL THOSE LAWS MADE BY LEGISLATURES AND COURTS,13.985
167-68704-0016,WHICH INTERFERE WITH THE UNRESTRICTED USE OF PROPERTY NONE OF THIS SORT OF LEGISLATION HAS THEIR APPROVAL AND THE COURTS ARE REGARDED AS MEDDLESOME WHEN THEY ENFORCE IT THE ANTI TRUST LAWS THE ANTI POOLING LAWS,14.855
167-68704-0017,FACTORY LEGISLATION OF ALL KINDS ANYTHING IN SHORT THAT INTERFERES WITH THE UNRESTRICTED USE OF PROPERTY BY ITS OWNER ARE ROUNDLY CONDEMNED AND VIOLATED BY EVASION ON THE OTHER HAND,13.73
167-68704-0018,SO MUCH HAS BEEN WRITTEN AND SAID IN REFERENCE TO THE CREATION OF THE FUNDAMENTAL RIGHTS TO OWN PROPERTY AND THESE RIGHTS DEPEND SO ABSOLUTELY UPON SOCIAL ARRANGEMENTS AND WORK OUT SUCH MANIFEST INJUSTICE AND INEQUALITY,14.92
167-68704-0019,THAT THERE IS ALWAYS A DEEP SEATED FEELING OF PROTEST AGAINST MANY OF OUR SO CALLED PROPERTY LAWS FROM THOSE WHO ADVOCATE A NEW DISTRIBUTION OF WEALTH AND CONDEMN THE INJUSTICE OF PRESENT PROPERTY RIGHTS THE STEP,14.675
167-68704-0020,IS QUITE SHORT TO THOSE WHO FEEL THE INJUSTICE AND PUT THEIR IDEAS IN FORCE BY TAKING PROPERTY WHEN AND WHERE THEY ARE ABLE TO GET IT FOR INSTANCE,12.86
167-68704-0021,A MINER MAY BELIEVE THAT THE CORPORATION FOR WHICH HE WORKS REALLY HAS NO RIGHT TO THE GOLD DOWN IN THE MINE AS HE IS DIGGING HE STRIKES A PARTICULARLY RICH POCKET OF HIGH GRADE ORE,12.9
167-68704-0022,HE FEELS THAT HE DOES NO WRONG IF HE APPROPRIATES THE ORE ELABORATE MEANS ARE TAKEN TO PREVENT THIS EVEN COMPELLING THE ABSOLUTE STRIPPING OF THE WORKMAN AND A COMPLETE CHANGE OF CLOTHES ON GOING IN AND COMING OUT OF THE MINE,15.305
167-68704-0023,MANY LAWS ARE PUT ON THE BOOKS WHICH ARE OF A PURELY SUMPTUARY NATURE THESE ATTEMPT TO CONTROL WHAT ONE SHALL DO IN HIS OWN PERSONAL AFFAIRS SUCH LAWS ARE BROUGHT ABOUT BY ORGANIZATIONS WITH A PURPOSE,14.385
167-68704-0024,THE MEMBERS ARE ANXIOUS TO MAKE EVERYONE ELSE CONFORM TO THEIR IDEAS AND HABITS SUCH LAWS AS SUNDAY LAWS LIQUOR LAWS AND THE LIKE ARE EXAMPLES,11.545
167-68704-0025,THEN TOO EVERY STATE OR NATION CARRIES A LARGE LIST OF LAWS THAT MEN HAVE SO LONG VIOLATED AND IGNORED THAT THEY VIRTUALLY ARE DEAD TO VIOLATE THESE BRINGS NO FEELING OF WRONG,13.025
167-68704-0026,BUT ONLY SERVES TO MAKE MEN DOUBT THE EVIL OF VIOLATING ANY LAW IT IS NEVER EASY TO GET A LEGISLATURE TO REPEAL A LAW GENERALLY SOME ORGANIZATION OR COMMITTEE OF PEOPLE,14.63
167-68704-0027,IS INTERESTED IN KEEPING IT ALIVE AND THE MEMBERS OF THE LEGISLATURE FEAR LOSING THEIR VOTES SOCIAL IDEAS ARE ALWAYS CHANGING NO LAWS OR CUSTOMS ARE ETERNAL THE ORDINARY MAN AND ESPECIALLY THE MAN UNDER THE NORMAL,16.545
167-68704-0028,CANNOT KEEP UP WITH ALL THE SHIFTING OF A CHANGING WORLD THERE IS ALWAYS A FRACTION OF A COMMUNITY AGITATING FOR SOMETHING NEW AND GRADUALLY FORCING THE LEGISLATURE TO PUT IT INTO LAW EVEN AGAINST THE WILL OF THE MAJORITY,14.85
167-68704-0029,AND AGAINST THE SENTIMENT OF A LARGE CLASS OF THE COMMUNITY THE ORGANIZATION THAT WANTS SOMETHING DONE IS ALWAYS AGGRESSIVE THE MAN WHO WANTS TO PREVENT IT FROM BEING DONE IS SELDOM UNDULY ACTIVE OR EVEN ALARMED,15.65
167-68704-0030,MANY ORGANIZATIONS ARE EAGER TO GET STATUTES ON THE BOOKS ONE SELDOM HEARS OF A SOCIETY OR CLUB THAT IS ACTIVE IN GETTING LAWS REPEALED THE CONSTANT CHANGE OF LAW,14.57
167-68704-0031,IS NECESSARY TO SOCIAL LIFE THIS MEANS PUTTING NEW WINE INTO OLD BOTTLES AND WINE THAT IS MUCH TOO STRONG FOR THE BOTTLES EVERYBODY CAN SEE WHY SOME PARTICULAR LAW MIGHT BE VIOLATED,14.475
167-68704-0032,WITHOUT A SENSE OF GUILT BUT THEY CANNOT SEE HOW A LAW THEY BELIEVE IN CAN BE VIOLATED WITHOUT SERIOUS OBLIQUITY APART FROM THIS THERE HAVE ALWAYS BEEN CRIMES THAT WERE NOT OF THE CLASS THAT IMPLIED MORAL WRONG,16.17
167-68704-0033,THE ACTS OF THE REVOLUTIONIST WHO SAW OR THOUGHT HE SAW VISIONS OF SOMETHING BETTER THE MAN WHO IS INSPIRED BY THE LOVE OF HIS FELLOW MAN AND WHO HAS NO PERSONAL ENDS TO GAIN,12.655
167-68704-0034,THE MAN WHO IN HIS DEVOTION TO AN IDEA OR A PERSON RISKS HIS LIFE OR LIBERTY OR PROPERTY OR REPUTATION HAS NEVER BEEN CLASSED WITH THOSE WHO VIOLATE THE LAW FOR SELFISH ENDS THE LINE OF REVOLUTIONISTS,14.9749375
167-68704-0035,FROM THE BEGINNING OF ORGANIZED GOVERNMENT DOWN TO THE BIRTH OF THE UNITED STATES AND EVEN TO THE PRESENT TIME FURNISHES AMPLE PROOF OF THIS AND STILL THE UNSUCCESSFUL REVOLUTIONIST MEETS WITH THE SEVEREST PENALTIES TO HIM,16.1900625
167-68704-0036,FAILURE GENERALLY MEANS DEATH MEN WHO ARE FIRED WITH ZEAL FOR ALL NEW CAUSES ARE FOREVER RUNNING FOUL OF THE LAW SOCIAL ORGANIZATION LIKE BIOLOGICAL ORGANIZATION IS CONSERVATIVE ALL THINGS THAT LIVE,16.1
167-68704-0037,ARE IMBUED WITH THE WILL TO LIVE AND THEY TAKE ALL MEANS IN THEIR POWER TO GO ON LIVING THE PHILOSOPHER CAN NEITHER QUARREL WITH THE IDEALIST WHO MAKES THE SACRIFICE NOR THE ORGANIZATION THAT PRESERVES ITSELF WHILE IT CAN,15.08
167-68704-0038,HE ONLY RECOGNIZES WHAT IS TRUE MEN HAVE ALWAYS BEEN OBLIGED TO FIGHT TO PRESERVE LIBERTY CONSTITUTIONS AND LAWS DO NOT SAFEGUARD LIBERTY,13.47
167-68704-0039,IT CAN BE PRESERVED ONLY BY A TOLERANT PEOPLE AND THIS MEANS ETERNAL CONFLICT EMERSON SAID THAT THE GOOD CITIZEN MUST NOT BE OVER OBEDIENT TO LAW FREEDOM IS ALWAYS TRAMPLED ON,15.305
167-68704-0040,IN TIMES OF STRESS THE UNITED STATES SUFFERED SERIOUS ENCROACHMENTS ON LIBERTY DURING THE CIVIL WAR DURING THE LAST WAR THESE ENCROACHMENTS WERE GREATER THAN ANY AMERICAN COULD HAVE POSSIBLY DREAMED,15.445
167-68704-0041,AND SO FAR THERE SEEMS LITTLE IMMEDIATE CHANCE FOR CHANGE STILL THE PHILOSOPHER DOES NOT COMPLAIN HE SEES HUMAN PASSION FOR WHAT IT IS A GREAT EMOTION THAT HOLDS MEN IN ITS GRASP,15.095
167-68704-0042,A FEELING THAT NOTHING CAN STAND AGAINST OPPOSITION IS DESTROYED BY FORCE AND OFTEN BLIND CRUEL UNREASONING FORCE SOMETIMES EVEN WORSE THIS FORCE IS CREATED FOR SELFISH ENDS,15.79
167-68704-0043,THERE ARE ALWAYS THOSE WHO WILL USE THE STRONGEST AND HIGHEST EMOTIONS OF MEN TO SERVE THEIR PRIVATE SORDID ENDS CHANGING SOCIAL SYSTEMS NEW POLITICAL IDEAS THE LABOR CAUSE,14.735
167-68704-0044,ALL MOVEMENTS FOR RELIGIOUS SOCIAL OR POLITICAL CHANGE HAVE THEIR ZEALOTS THEY ARE MET BY THE FORCE OF CONVENTION AND CONSERVATISM READY TO DEFEND ITSELF AND THE CLASH IS INEVITABLE,14.54
167-68704-0045,IT IS EASY TO DISTINGUISH THIS SORT OF ACTION FROM THE THINGS DONE BY THOSE WHO ARE KNOWN AS CRIMINALS THEIR ACTS ARE DONE TO SERVE PERSONAL ENDS,11.01
168-123450-0000,HERE CRIED ALICE QUITE FORGETTING IN THE FLURRY OF THE MOMENT HOW LARGE SHE HAD GROWN IN THE LAST FEW MINUTES,6.86
168-123450-0001,THAT SHE TIPPED OVER THE JURY BOX WITH THE EDGE OF HER SKIRT UPSETTING ALL THE JURYMEN ON TO THE HEADS OF THE CROWD BELOW AND THERE THEY LAY SPRAWLING ABOUT,8.91
168-123450-0002,OH I BEG YOUR PARDON SHE EXCLAIMED IN A TONE OF GREAT DISMAY AND BEGAN PICKING THEM UP AGAIN AS QUICKLY AS SHE COULD FOR THE ACCIDENT OF THE GOLDFISH KEPT RUNNING IN HER HEAD AND SHE HAD A VAGUE SORT OF IDEA THAT THEY MUST BE COLLECTED AT ONCE AND PUT BACK INTO THE JURY BOX OR THEY WOULD DIE,16.78
168-123450-0003,THE TRIAL CANNOT PROCEED SAID THE KING IN A VERY GRAVE VOICE UNTIL ALL THE JURYMEN ARE BACK IN THEIR PROPER PLACES ALL HE REPEATED WITH GREAT EMPHASIS LOOKING HARD AT ALICE,12.815
168-123450-0004,ALICE LOOKED AT THE JURY BOX AND SAW THAT IN HER HASTE,3.59
168-123450-0005,BEING QUITE UNABLE TO MOVE SHE SOON GOT IT OUT AGAIN AND PUT IT RIGHT NOT THAT IT SIGNIFIES MUCH SHE SAID TO HERSELF,8.49
168-123450-0006,AS SOON AS THE JURY HAD A LITTLE RECOVERED FROM THE SHOCK OF BEING UPSET AND THEIR SLATES AND PENCILS HAD BEEN FOUND AND HANDED BACK TO THEM THEY SET TO WORK VERY DILIGENTLY TO WRITE OUT A HISTORY OF THE ACCIDENT ALL EXCEPT THE LIZARD,14.16
168-123450-0007,WHO SEEMED TOO MUCH OVERCOME TO DO ANYTHING BUT SIT WITH ITS MOUTH OPEN GAZING UP INTO THE ROOF OF THE COURT,6.65
168-123450-0008,THE KING SAID TO ALICE NOTHING SAID ALICE NOTHING WHATEVER PERSISTED THE KING NOTHING WHATEVER SAID ALICE THAT'S VERY IMPORTANT THE KING SAID TURNING TO THE JURY,13.67
168-123450-0009,THEY WERE JUST BEGINNING TO WRITE THIS DOWN ON THEIR SLATES WHEN THE WHITE RABBIT INTERRUPTED,4.75
168-123450-0010,THE KING HASTILY SAID AND WENT ON TO HIMSELF IN AN UNDERTONE IMPORTANT UNIMPORTANT UNIMPORTANT IMPORTANT AS IF HE WERE TRYING WHICH WORD SOUNDED BEST SOME OF THE JURY WROTE IT DOWN IMPORTANT AND SOME UNIMPORTANT,16.065
168-123450-0011,ALICE COULD SEE THIS AS SHE WAS NEAR ENOUGH TO LOOK OVER THEIR SLATES BUT,4.3
168-123450-0012,RULE FORTY TWO ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT EVERYBODY LOOKED AT ALICE I'M NOT A MILE HIGH SAID ALICE YOU ARE SAID THE KING NEARLY TWO MILES HIGH ADDED THE QUEEN,14.83
168-123450-0013,WELL I SHAN'T GO AT ANY RATE SAID ALICE BESIDES THAT'S NOT A REGULAR RULE YOU INVENTED IT JUST NOW IT'S THE OLDEST RULE IN THE BOOK SAID THE KING,10.17
168-123450-0014,SAID ALICE THE KING TURNED PALE AND SHUT HIS NOTE BOOK HASTILY CONSIDER YOUR VERDICT HE SAID TO THE JURY IN A LOW TREMBLING VOICE THERE'S MORE EVIDENCE TO COME YET PLEASE YOUR MAJESTY SAID THE WHITE RABBIT JUMPING UP IN A GREAT HURRY,15.015
168-123450-0015,WHAT'S IN IT SAID THE QUEEN I HAVEN'T OPENED IT YET SAID THE WHITE RABBIT BUT IT SEEMS TO BE A LETTER WRITTEN BY THE PRISONER TO TO SOMEBODY,10.66
168-123450-0016,UNLESS IT WAS WRITTEN TO NOBODY WHICH ISN'T USUAL YOU KNOW WHO IS IT DIRECTED TO SAID ONE OF THE JURYMEN IT ISN'T DIRECTED AT ALL SAID THE WHITE RABBIT IN FACT THERE'S NOTHING WRITTEN ON THE OUTSIDE,13.93
168-123450-0017,HE UNFOLDED THE PAPER AS HE SPOKE AND ADDED IT ISN'T A LETTER AFTER ALL IT'S A SET OF VERSES ARE THEY IN THE PRISONER'S HANDWRITING ASKED ANOTHER OF THE JURYMEN NO THEY'RE NOT SAID THE WHITE RABBIT,15.13
168-123450-0018,AND THAT'S THE QUEEREST THING ABOUT IT THE JURY ALL LOOKED PUZZLED HE MUST HAVE IMITATED SOMEBODY ELSE'S HAND SAID THE KING THE JURY ALL BRIGHTENED UP AGAIN PLEASE YOUR MAJESTY SAID THE KNAVE I DIDN'T WRITE IT AND THEY CAN'T PROVE I DID,15.285
168-123450-0019,THERE'S NO NAME SIGNED AT THE END IF YOU DIDN'T SIGN IT SAID THE KING THAT ONLY MAKES THE MATTER WORSE YOU MUST HAVE MEANT SOME MISCHIEF,9.015
168-123450-0020,THERE WAS A GENERAL CLAPPING OF HANDS AT THIS IT WAS THE FIRST REALLY CLEVER THING THE KING HAD SAID THAT DAY THAT PROVES HIS GUILT SAID THE QUEEN IT PROVES NOTHING OF THE SORT SAID ALICE,12.21
168-123450-0021,READ THEM SAID THE KING THE WHITE RABBIT PUT ON HIS SPECTACLES WHERE SHALL I BEGIN PLEASE YOUR MAJESTY HE ASKED BEGIN AT THE BEGINNING THE KING SAID GRAVELY AND GO ON TILL YOU COME TO THE END THEN STOP,16.03
168-123450-0022,THESE WERE THE VERSES THE WHITE RABBIT READ THEY TOLD ME YOU HAD BEEN TO HER AND MENTIONED ME TO HIM SHE GAVE ME A GOOD CHARACTER BUT SAID I COULD NOT SWIM HE SENT THEM WORD I HAD NOT GONE WE KNOW IT TO BE TRUE,15.755
168-123450-0023,WHAT WOULD BECOME OF YOU I GAVE HER ONE THEY GAVE HIM TWO YOU GAVE US THREE OR MORE THEY ALL RETURNED FROM HIM TO YOU THOUGH THEY WERE MINE BEFORE IF I OR SHE SHOULD CHANCE TO BE INVOLVED IN THIS AFFAIR,16.615
168-123450-0024,HE TRUSTS TO YOU TO SET THEM FREE EXACTLY AS WE WERE MY NOTION WAS THAT YOU HAD BEEN BEFORE SHE HAD THIS FIT AN OBSTACLE THAT CAME BETWEEN HIM AND OURSELVES AND IT,15.42
168-123450-0025,DON'T LET HIM KNOW SHE LIKED THEM BEST FOR THIS MUST EVER BE A SECRET KEPT FROM ALL THE REST BETWEEN YOURSELF AND ME THAT'S THE MOST IMPORTANT PIECE OF EVIDENCE WE'VE HEARD YET SAID THE KING RUBBING HIS HANDS,14.345
168-123450-0026,IF ANY ONE OF THEM CAN EXPLAIN IT SAID ALICE,3.455
168-123450-0027,THAT SHE WASN'T A BIT AFRAID OF INTERRUPTING HIM I'LL GIVE HIM SIXPENCE I DON'T BELIEVE THERE'S AN ATOM OF MEANING IN IT THE JURY ALL WROTE DOWN ON THEIR SLATES SHE DOESN'T BELIEVE THERE'S AN ATOM OF MEANING IN IT BUT NONE OF THEM ATTEMPTED TO EXPLAIN THE PAPER,15.515
168-123450-0028,IF THERE'S NO MEANING IN IT SAID THE KING THAT SAVES A WORLD OF TROUBLE YOU KNOW AS WE NEEDN'T TRY TO FIND ANY AND YET I DON'T KNOW HE WENT ON SPREADING OUT THE VERSES ON HIS KNEE,11.385
168-123450-0029,I SEEM TO SEE SOME MEANING IN THEM AFTER ALL,3.125
168-123450-0030,YOU CAN'T SWIM CAN YOU HE ADDED TURNING TO THE KNAVE THE KNAVE SHOOK HIS HEAD SADLY DO I LOOK LIKE IT HE SAID WHICH HE CERTAINLY DID NOT BEING MADE ENTIRELY OF CARDBOARD,11.325
168-123450-0031,WE KNOW IT TO BE TRUE THAT'S THE JURY OF COURSE I GAVE HER ONE THEY GAVE HIM TWO WHY THAT MUST BE WHAT HE DID WITH THE TARTS YOU KNOW BUT IT GOES ON THEY ALL RETURNED FROM HIM TO YOU SAID ALICE WHY,15.835
168-123450-0032,THERE THEY ARE SAID THE KING TRIUMPHANTLY POINTING TO THE TARTS ON THE TABLE NOTHING CAN BE CLEARER THAN THAT THEN AGAIN,7.185
168-123450-0033,YOU NEVER HAD FITS MY DEAR I THINK HE SAID TO THE QUEEN NEVER SAID THE QUEEN FURIOUSLY THROWING AN INKSTAND AT THE LIZARD AS SHE SPOKE THE UNFORTUNATE LITTLE BILL HAD LEFT OFF WRITING ON HIS SLATE WITH ONE FINGER,13.82
168-123450-0034,BUT HE NOW HASTILY BEGAN AGAIN USING THE INK THAT WAS TRICKLING DOWN HIS FACE AS LONG AS IT LASTED THEN THE WORDS DON'T FIT YOU SAID THE KING LOOKING ROUND THE COURT WITH A SMILE THERE WAS A DEAD SILENCE,14.26
168-123450-0035,AND EVERYBODY LAUGHED LET THE JURY CONSIDER THEIR VERDICT THE KING SAID FOR ABOUT THE TWENTIETH TIME THAT DAY NO NO SAID THE QUEEN SENTENCE FIRST VERDICT AFTERWARDS,11.12
168-123450-0036,STUFF AND NONSENSE SAID ALICE LOUDLY THE IDEA OF HAVING THE SENTENCE FIRST HOLD YOUR TONGUE SAID THE QUEEN TURNING PURPLE I WON'T SAID ALICE OFF WITH HER HEAD,14.63
168-123450-0037,NOBODY MOVED WHO CARES FOR YOU SAID ALICE SHE HAD GROWN TO HER FULL SIZE BY THIS TIME YOU'RE NOTHING BUT A PACK OF CARDS AT THIS THE WHOLE PACK ROSE UP INTO THE AIR AND CAME FLYING DOWN UPON HER SHE GAVE A LITTLE SCREAM,14.78
168-123450-0038,HALF OF FRIGHT AND HALF OF ANGER AND TRIED TO BEAT THEM OFF AND FOUND HERSELF LYING ON THE BANK WITH HER HEAD IN THE LAP OF HER SISTER WHO WAS GENTLY BRUSHING AWAY SOME DEAD LEAVES THAT HAD FLUTTERED DOWN FROM THE TREES UPON HER FACE WAKE UP ALICE DEAR SAID HER SISTER,15.985
168-123450-0039,WHY WHAT A LONG SLEEP YOU'VE HAD OH I'VE HAD SUCH A CURIOUS DREAM SAID ALICE AND SHE TOLD HER SISTER AS WELL AS SHE COULD REMEMBER THEM,10.36
168-123450-0040,HER SISTER KISSED HER AND SAID IT WAS A CURIOUS DREAM DEAR CERTAINLY,4.73
168-123450-0041,SO ALICE GOT UP AND RAN OFF THINKING WHILE SHE RAN AS WELL SHE MIGHT WHAT A WONDERFUL DREAM IT HAD BEEN BUT HER SISTER SAT STILL JUST AS SHE LEFT HER LEANING HER HEAD ON HER HAND,14.77
168-123450-0042,AND THINKING OF LITTLE ALICE AND ALL HER WONDERFUL ADVENTURES TILL SHE TOO BEGAN DREAMING,6.29
168-123450-0043,AND THIS WAS HER DREAM FIRST SHE DREAMED OF LITTLE ALICE HERSELF AND ONCE AGAIN THE TINY HANDS WERE CLASPED UPON HER KNEE AND THE BRIGHT EAGER EYES WERE LOOKING UP INTO HERS SHE COULD HEAR THE VERY TONES OF HER VOICE,14.515
168-123450-0044,AND SEE THAT QUEER LITTLE TOSS OF HER HEAD TO KEEP BACK THE WANDERING HAIR THAT WOULD ALWAYS GET INTO HER EYES AND STILL AS SHE LISTENED OR SEEMED TO LISTEN THE WHOLE PLACE AROUND HER BECAME ALIVE WITH THE STRANGE CREATURES OF HER LITTLE SISTER'S DREAM,16.115
168-123450-0045,THE LONG GRASS RUSTLED AT HER FEET AS THE WHITE RABBIT HURRIED BY THE FRIGHTENED MOUSE SPLASHED HIS WAY THROUGH THE NEIGHBOURING POOL SHE COULD HEAR THE RATTLE OF THE TEACUPS AS THE MARCH HARE AND HIS FRIENDS SHARED THEIR NEVER ENDING MEAL AND THE SHRILL VOICE OF THE QUEEN,15.465
168-123450-0046,ORDERING OFF HER UNFORTUNATE GUESTS TO EXECUTION ONCE MORE THE PIG BABY WAS SNEEZING ON THE DUCHESS'S KNEE WHILE PLATES AND DISHES CRASHED AROUND IT ONCE MORE THE SHRIEK OF THE GRYPHON THE SQUEAKING OF THE LIZARD'S SLATE PENCIL,14.82
168-123450-0047,AND THE CHOKING OF THE SUPPRESSED GUINEA PIGS FILLED THE AIR MIXED UP WITH THE DISTANT SOBS OF THE MISERABLE MOCK TURTLE SO SHE SAT ON WITH CLOSED EYES AND HALF BELIEVED HERSELF IN WONDERLAND THOUGH SHE KNEW SHE HAD BUT TO OPEN THEM AGAIN,15.775
168-123450-0048,AND ALL WOULD CHANGE TO DULL REALITY THE GRASS WOULD BE ONLY RUSTLING IN THE WIND AND THE POOL RIPPLING TO THE WAVING OF THE REEDS THE RATTLING TEACUPS WOULD CHANGE TO TINKLING SHEEP BELLS AND THE QUEEN'S SHRILL CRIES TO THE VOICE OF THE SHEPHERD BOY,15.03
168-123450-0049,AND THE SNEEZE OF THE BABY THE SHRIEK OF THE GRYPHON AND ALL THE OTHER QUEER NOISES WOULD CHANGE SHE KNEW TO THE CONFUSED CLAMOUR OF THE BUSY FARM YARD WHILE THE LOWING OF THE CATTLE IN THE DISTANCE WOULD TAKE THE PLACE OF THE MOCK TURTLE'S HEAVY SOBS,15.88
168-123450-0050,LASTLY SHE PICTURED TO HERSELF HOW THIS SAME LITTLE SISTER OF HERS WOULD IN THE AFTER TIME BE HERSELF A GROWN WOMAN AND HOW SHE WOULD KEEP THROUGH ALL HER RIPER YEARS THE SIMPLE AND LOVING HEART OF HER CHILDHOOD,15.185
168-123450-0051,AND HOW SHE WOULD GATHER ABOUT HER OTHER LITTLE CHILDREN AND MAKE THEIR EYES BRIGHT AND EAGER WITH MANY A STRANGE TALE PERHAPS EVEN WITH THE DREAM OF WONDERLAND OF LONG AGO AND HOW SHE WOULD FEEL WITH ALL THEIR SIMPLE SORROWS,14.895
168-123450-0052,AND FIND A PLEASURE IN ALL THEIR SIMPLE JOYS,3.58
168-129245-0000,THE STONES OF GOSH NOW HERE IS A TALE OF THE GLUGS OF GOSH AND A WONDERFUL TALE I WEEN OF THE GLUGS OF GOSH AND THEIR GREAT KING SPLOSH AND TUSH HIS VIRTUOUS QUEEN,12.005
168-129245-0001,AND HERE IS A TALE OF THE CRAFTY OGS IN THEIR NEIGHBOURING LAND OF PODGE OF THEIR SAYINGS AND DOINGS AND PLOTTINGS AND BREWINGS AND SOMETHING ABOUT SIR STODGE WISE TO PROFUNDITY STOUT TO ROTUNDITY THAT WAS THE KNIGHT SIR STODGE,15.78
168-129245-0002,OH THE KING WAS RICH AND THE QUEEN WAS FAIR AND THEY MADE A VERY RESPECTABLE PAIR AND WHENEVER A GLUG IN THAT PEACEFUL LAND DID ANYTHING NO ONE COULD UNDERSTAND THE KNIGHT SIR STODGE HE LOOKED IN A BOOK AND CHARGED THAT GLUG WITH A CRIME CALLED CROOK,15.365
168-129245-0003,AND FREQUENTLY ASKED A DEPOSIT IN CASH THEN EVERY GLUG HE WENT HOME TO HIS REST WITH HIS HEAD IN A BAG AND HIS TOES TO THE WEST FOR THEY KNEW IT WAS BEST SINCE THEIR GRANDPAS SLEPT WITH THEIR TOES TO THE WEST,12.615
168-129245-0004,BUT ALL OF THE TALE THAT IS SO FAR TOLD HAS NOTHING WHATEVER TO DO WITH THE OGS OF PODGE AND THEIR CRAFTY DODGE AND THE TRADE IN PICKLES AND GLUE TO TRADE WITH THE GLUGS CAME THE OGS TO GOSH AND THEY SAID IN SEDUCTIVE TONES,13.455
168-129245-0005,WE'LL SELL YOU PIANERS AND PICKELS AND SPANNERS FOR SEVENTEEN SHIPLOADS OF STONES SMOOTH UNS OR NOBBLY UNS FIRM UNS OR WOBBLY UNS ALL WE ASK IS STONES,10.72
168-129245-0006,FOR THAT GROCER OF OURS IN THE LIGHT BROWN HAT ASKS TWO AND ELEVEN FOR PICKLES LIKE THAT,5.32
168-129245-0007,SAID THE KNIGHT SIR STODGE AS HE OPENED HIS BOOK WHEN THE GOODS WERE CHEAP THEN THE GOODS WE TOOK SO THEY FINED THE GLUG WITH THE WART ON HIS NOSE FOR WEARING A WART WITH HIS EVERYDAY CLOTHES AND THE GOODS WERE BROUGHT HOME THRO A GLUG NAMED GHONES,15.1450625
168-129245-0008,AND THE OGS WENT HOME WITH THEIR LOADS OF STONES WHICH THEY LANDED WITH GLEE IN THE LAND OF PODGE DO YOU NOTICE THE DODGE NOT YET DID THE GLUGS NOR THE KNIGHT SIR STODGE,13.275
168-129245-0009,IN THE FOLLOWING SUMMER THE OGS CAME BACK WITH A CARGO OF EIGHT DAY CLOCKS AND HAND PAINTED SCREENS AND SEWING MACHINES AND MANGLES AND SCISSORS AND SOCKS AND THEY SAID FOR THESE EXCELLENT THINGS WE BRING WE ARE READY TO TAKE MORE STONES,14.23
168-129245-0010,AND IN BRICKS OR ROAD METAL FOR GOODS YOU WILL SETTLE INDENTED BY YOUR MISTER GHONES CRIED THE GLUGS PRAISINGLY WHY HOW AMAZINGLY SMART OF INDUSTRIOUS GHONES,12.09
168-129245-0011,AND THE KING SAID HUM AND THE QUEEN SAID O O THAT CURTAIN WHAT A BEE OOTIFUL BLUE BUT A GLUG STOOD UP WITH SOME VERY LARGE EARS AND SAID,9.11
168-129245-0012,OR OUR INDUSTRIES SOON WILL BE GONE TO THE DOGS AND THE KING SAID BOSH YOU'RE UN GLUGGISH AND RUDE AND THE QUEEN SAID WHAT AN ABSURD ATTITUDE THEN THE GLUGS CRIED DOWN WITH POLITICAL QUACKS HOW DID OUR GRANDPAS LOOK AT A TAX SO THE KNIGHT SIR STODGE,15.765
